InstanceID,Actual,Predicted,Prob_Cured,Prob_Died,Is_Correct,Stage_Used
83,0,0,0.9344,0.0656,1,Stage1_NB
84,0,0,0.9971,0.0029,1,Stage1_NB
85,0,1,0.4160,0.5840,0,Stage2_RF
86,0,0,0.9942,0.0058,1,Stage1_NB
87,0,0,0.9985,0.0015,1,Stage1_NB
88,0,0,0.9866,0.0134,1,Stage1_NB
89,0,0,0.9985,0.0015,1,Stage1_NB
90,0,0,0.9985,0.0015,1,Stage1_NB
91,0,0,0.7306,0.2694,1,Stage1_NB
92,0,0,0.9985,0.0015,1,Stage1_NB
93,0,0,0.9971,0.0029,1,Stage1_NB
94,0,0,0.9985,0.0015,1,Stage1_NB
95,0,0,0.9985,0.0015,1,Stage1_NB
96,0,0,0.9942,0.0058,1,Stage1_NB
97,0,0,0.9985,0.0015,1,Stage1_NB
98,0,0,0.9971,0.0029,1,Stage1_NB
99,0,0,0.9971,0.0029,1,Stage1_NB
100,0,0,0.9985,0.0015,1,Stage1_NB
101,0,0,0.9985,0.0015,1,Stage1_NB
102,0,0,0.9725,0.0275,1,Stage1_NB
103,0,1,0.2368,0.7632,0,Stage2_RF
104,0,0,0.7333,0.2667,1,Stage2_RF
105,0,0,0.8707,0.1293,1,Stage1_NB
106,0,0,0.9985,0.0015,1,Stage1_NB
107,0,0,0.8516,0.1484,1,Stage1_NB
108,0,0,0.9971,0.0029,1,Stage1_NB
109,0,0,0.9971,0.0029,1,Stage1_NB
110,0,0,0.9971,0.0029,1,Stage1_NB
111,0,0,0.9852,0.0148,1,Stage1_NB
112,0,0,0.9985,0.0015,1,Stage1_NB
113,0,0,0.9985,0.0015,1,Stage1_NB
114,0,0,0.9985,0.0015,1,Stage1_NB
115,0,0,0.9971,0.0029,1,Stage1_NB
116,0,0,0.9985,0.0015,1,Stage1_NB
117,0,0,0.9344,0.0656,1,Stage1_NB
118,0,1,0.3981,0.6019,0,Stage2_RF
119,0,0,0.9985,0.0015,1,Stage1_NB
120,0,0,0.9725,0.0275,1,Stage1_NB
121,0,0,0.9985,0.0015,1,Stage1_NB
122,0,0,0.9985,0.0015,1,Stage1_NB
123,0,0,0.9345,0.0655,1,Stage1_NB
124,0,0,0.9985,0.0015,1,Stage1_NB
125,0,0,0.9725,0.0275,1,Stage1_NB
126,0,0,0.9852,0.0148,1,Stage1_NB
127,0,0,0.9985,0.0015,1,Stage1_NB
128,0,0,0.9985,0.0015,1,Stage1_NB
129,0,0,0.9971,0.0029,1,Stage1_NB
130,0,0,0.9985,0.0015,1,Stage1_NB
131,0,0,0.9985,0.0015,1,Stage1_NB
132,0,0,0.9981,0.0019,1,Stage1_NB
133,0,0,0.9345,0.0655,1,Stage1_NB
134,0,0,0.9985,0.0015,1,Stage1_NB
135,0,0,0.9985,0.0015,1,Stage1_NB
136,0,0,0.9985,0.0015,1,Stage1_NB
137,0,0,0.9344,0.0656,1,Stage1_NB
138,0,0,0.9971,0.0029,1,Stage1_NB
139,0,0,0.8833,0.1167,1,Stage1_NB
140,0,0,0.9942,0.0058,1,Stage1_NB
141,0,0,0.9971,0.0029,1,Stage1_NB
142,0,0,0.9985,0.0015,1,Stage1_NB
143,0,0,0.9971,0.0029,1,Stage1_NB
144,0,0,0.9971,0.0029,1,Stage1_NB
145,0,0,0.9641,0.0359,1,Stage1_NB
146,0,0,0.9725,0.0275,1,Stage1_NB
147,0,0,0.9852,0.0148,1,Stage1_NB
148,0,0,0.9971,0.0029,1,Stage1_NB
149,0,0,0.9641,0.0359,1,Stage1_NB
150,0,0,0.9334,0.0666,1,Stage1_NB
151,0,0,0.9981,0.0019,1,Stage1_NB
152,1,0,0.9159,0.0841,0,Stage2_RF
153,1,0,0.5261,0.4739,0,Stage2_RF
154,1,0,0.5451,0.4549,0,Stage1_NB
155,1,0,0.5261,0.4739,0,Stage2_RF
156,1,0,0.7793,0.2207,0,Stage2_RF
157,0,0,0.9891,0.0109,1,Stage1_NB
158,0,0,0.9942,0.0058,1,Stage1_NB
159,0,0,0.9964,0.0036,1,Stage1_NB
160,0,0,0.9985,0.0015,1,Stage1_NB
161,0,0,0.9942,0.0058,1,Stage1_NB
162,0,0,0.8635,0.1365,1,Stage1_NB
163,0,0,0.8915,0.1085,1,Stage2_RF
164,0,0,0.8635,0.1365,1,Stage1_NB
165,0,0,0.8046,0.1954,1,Stage1_NB
166,0,0,0.9964,0.0036,1,Stage1_NB
167,0,0,0.9244,0.0756,1,Stage2_RF
168,0,0,0.7302,0.2698,1,Stage1_NB
169,0,0,0.9942,0.0058,1,Stage1_NB
170,0,0,0.9964,0.0036,1,Stage1_NB
171,0,0,0.9964,0.0036,1,Stage1_NB
172,0,0,0.9931,0.0069,1,Stage1_NB
173,0,0,0.9981,0.0019,1,Stage1_NB
174,0,0,0.9981,0.0019,1,Stage1_NB
175,0,0,0.9964,0.0036,1,Stage1_NB
176,0,0,0.9964,0.0036,1,Stage1_NB
177,0,0,0.9981,0.0019,1,Stage1_NB
178,0,0,0.9964,0.0036,1,Stage1_NB
179,0,0,0.9964,0.0036,1,Stage1_NB
180,0,0,0.8362,0.1638,1,Stage1_NB
181,0,0,0.9852,0.0148,1,Stage1_NB
182,0,0,0.9981,0.0019,1,Stage1_NB
183,0,0,0.9964,0.0036,1,Stage1_NB
184,0,0,0.9981,0.0019,1,Stage1_NB
185,0,0,0.9964,0.0036,1,Stage1_NB
186,0,0,0.9964,0.0036,1,Stage1_NB
187,0,0,0.9981,0.0019,1,Stage1_NB
188,0,0,0.9159,0.0841,1,Stage2_RF
189,0,0,0.9225,0.0775,1,Stage1_NB
190,0,0,0.9159,0.0841,1,Stage2_RF
191,0,0,0.6661,0.3339,1,Stage2_RF
192,0,0,0.9244,0.0756,1,Stage2_RF
193,0,0,0.9159,0.0841,1,Stage2_RF
194,0,0,0.9159,0.0841,1,Stage2_RF
195,0,0,0.9244,0.0756,1,Stage2_RF
196,0,0,0.8876,0.1124,1,Stage2_RF
197,0,0,0.9244,0.0756,1,Stage2_RF
198,0,0,0.9244,0.0756,1,Stage2_RF
199,0,0,0.9942,0.0058,1,Stage1_NB
200,0,0,0.9244,0.0756,1,Stage2_RF
201,0,0,0.9225,0.0775,1,Stage1_NB
202,0,0,0.9244,0.0756,1,Stage2_RF
203,0,0,0.9964,0.0036,1,Stage1_NB
204,0,0,0.9244,0.0756,1,Stage2_RF
205,0,0,0.9159,0.0841,1,Stage2_RF
206,0,0,0.9985,0.0015,1,Stage1_NB
207,0,0,0.9225,0.0775,1,Stage1_NB
208,0,0,0.8635,0.1365,1,Stage1_NB
209,0,0,0.8635,0.1365,1,Stage1_NB
210,0,0,0.8635,0.1365,1,Stage1_NB
211,0,0,0.5261,0.4739,1,Stage2_RF
212,0,0,0.9641,0.0359,1,Stage1_NB
213,0,0,0.9641,0.0359,1,Stage1_NB
214,0,0,0.8516,0.1484,1,Stage1_NB
215,0,0,0.9344,0.0656,1,Stage1_NB
216,0,0,0.9852,0.0148,1,Stage1_NB
217,0,0,0.9985,0.0015,1,Stage1_NB
218,0,0,0.9734,0.0266,1,Stage1_NB
219,0,0,0.9971,0.0029,1,Stage1_NB
220,0,0,0.9702,0.0298,1,Stage1_NB
221,0,0,0.9891,0.0109,1,Stage1_NB
222,0,0,0.9356,0.0644,1,Stage1_NB
223,0,0,0.7302,0.2698,1,Stage1_NB
224,0,0,0.9852,0.0148,1,Stage1_NB
225,0,0,0.7563,0.2437,1,Stage1_NB
226,0,0,0.9981,0.0019,1,Stage1_NB
227,0,0,0.8516,0.1484,1,Stage1_NB
228,0,0,0.9985,0.0015,1,Stage1_NB
229,0,0,0.9981,0.0019,1,Stage1_NB
230,0,0,0.7302,0.2698,1,Stage1_NB
231,0,0,0.9942,0.0058,1,Stage1_NB
232,0,0,0.9985,0.0015,1,Stage1_NB
233,0,0,0.9356,0.0644,1,Stage1_NB
234,0,0,0.9356,0.0644,1,Stage1_NB
235,0,0,0.9985,0.0015,1,Stage1_NB
236,0,0,0.7563,0.2437,1,Stage1_NB
237,0,0,0.8853,0.1147,1,Stage1_NB
238,0,0,0.9641,0.0359,1,Stage1_NB
239,0,0,0.9641,0.0359,1,Stage1_NB
240,0,0,0.9356,0.0644,1,Stage1_NB
241,0,0,0.9641,0.0359,1,Stage1_NB
242,0,0,0.9981,0.0019,1,Stage1_NB
243,0,0,0.9852,0.0148,1,Stage1_NB
244,0,0,0.9345,0.0655,1,Stage1_NB
245,0,0,0.9641,0.0359,1,Stage1_NB
246,0,0,0.7341,0.2659,1,Stage1_NB
247,0,0,0.8853,0.1147,1,Stage1_NB
248,0,0,0.9985,0.0015,1,Stage1_NB
249,0,0,0.9734,0.0266,1,Stage1_NB
250,0,0,0.7563,0.2437,1,Stage1_NB
251,0,0,0.9985,0.0015,1,Stage1_NB
252,0,0,0.9641,0.0359,1,Stage1_NB
253,0,0,0.8853,0.1147,1,Stage1_NB
254,0,0,0.7563,0.2437,1,Stage1_NB
255,0,0,0.9985,0.0015,1,Stage1_NB
256,0,0,0.8853,0.1147,1,Stage1_NB
257,0,0,0.9356,0.0644,1,Stage1_NB
258,0,0,0.9901,0.0099,1,Stage1_NB
259,0,0,0.8853,0.1147,1,Stage1_NB
260,0,0,0.8759,0.1241,1,Stage2_RF
261,0,0,0.8853,0.1147,1,Stage1_NB
262,0,0,0.9985,0.0015,1,Stage1_NB
263,0,0,0.9641,0.0359,1,Stage1_NB
264,0,0,0.7302,0.2698,1,Stage1_NB
265,0,0,0.8853,0.1147,1,Stage1_NB
266,0,0,0.9985,0.0015,1,Stage1_NB
267,0,0,0.6224,0.3776,1,Stage1_NB
268,0,0,0.8853,0.1147,1,Stage1_NB
269,0,0,0.9985,0.0015,1,Stage1_NB
270,0,0,0.8853,0.1147,1,Stage1_NB
271,0,0,0.8853,0.1147,1,Stage1_NB
272,0,0,0.9985,0.0015,1,Stage1_NB
273,0,0,0.9981,0.0019,1,Stage1_NB
274,0,0,0.8853,0.1147,1,Stage1_NB
275,0,0,0.6224,0.3776,1,Stage1_NB
276,0,0,0.6224,0.3776,1,Stage1_NB
277,0,0,0.8853,0.1147,1,Stage1_NB
278,0,0,0.8853,0.1147,1,Stage1_NB
279,0,0,0.8853,0.1147,1,Stage1_NB
280,0,0,0.8853,0.1147,1,Stage1_NB
281,0,0,0.8853,0.1147,1,Stage1_NB
282,0,0,0.6224,0.3776,1,Stage1_NB
283,0,0,0.8853,0.1147,1,Stage1_NB
284,0,0,0.8853,0.1147,1,Stage1_NB
285,0,0,0.9356,0.0644,1,Stage1_NB
286,0,0,0.9985,0.0015,1,Stage1_NB
287,0,0,0.8853,0.1147,1,Stage1_NB
288,0,0,0.9356,0.0644,1,Stage1_NB
289,0,0,0.9985,0.0015,1,Stage1_NB
290,0,0,0.9985,0.0015,1,Stage1_NB
291,0,0,0.9985,0.0015,1,Stage1_NB
292,0,0,0.9985,0.0015,1,Stage1_NB
293,0,0,0.9985,0.0015,1,Stage1_NB
294,0,0,0.9891,0.0109,1,Stage1_NB
295,0,0,0.9891,0.0109,1,Stage1_NB
296,0,0,0.9725,0.0275,1,Stage1_NB
297,0,0,0.9725,0.0275,1,Stage1_NB
298,0,0,0.9159,0.0841,1,Stage2_RF
299,0,0,0.9244,0.0756,1,Stage2_RF
300,0,0,0.8046,0.1954,1,Stage1_NB
301,0,0,0.9244,0.0756,1,Stage2_RF
302,0,0,0.8635,0.1365,1,Stage1_NB
303,0,0,0.9852,0.0148,1,Stage1_NB
304,0,0,0.9641,0.0359,1,Stage1_NB
305,0,0,0.9159,0.0841,1,Stage2_RF
306,0,0,0.6863,0.3137,1,Stage1_NB
307,0,0,0.9971,0.0029,1,Stage1_NB
308,0,0,0.7793,0.2207,1,Stage2_RF
309,0,0,0.9159,0.0841,1,Stage2_RF
310,0,0,0.9225,0.0775,1,Stage1_NB
311,0,1,0.4950,0.5050,0,Stage2_RF
312,0,0,0.9981,0.0019,1,Stage1_NB
313,0,0,0.9981,0.0019,1,Stage1_NB
314,0,0,0.9113,0.0887,1,Stage2_RF
315,0,0,0.9159,0.0841,1,Stage2_RF
316,0,0,0.9244,0.0756,1,Stage2_RF
317,0,0,0.9113,0.0887,1,Stage2_RF
318,0,0,0.9159,0.0841,1,Stage2_RF
319,0,0,0.9225,0.0775,1,Stage1_NB
320,0,0,0.8046,0.1954,1,Stage1_NB
321,1,0,0.5453,0.4547,0,Stage2_RF
322,1,1,0.3924,0.6076,1,Stage2_RF
323,1,0,0.9244,0.0756,0,Stage2_RF
324,1,1,0.4242,0.5758,1,Stage2_RF
325,1,0,0.6241,0.3759,0,Stage2_RF
326,1,0,0.6412,0.3588,0,Stage2_RF
327,1,1,0.3649,0.6351,1,Stage2_RF
328,1,0,0.5270,0.4730,0,Stage2_RF
329,1,0,0.5938,0.4062,0,Stage2_RF
330,1,1,0.4400,0.5600,1,Stage2_RF
331,1,1,0.0899,0.9101,1,Stage2_RF
332,1,1,0.3927,0.6073,1,Stage2_RF
333,1,0,0.5200,0.4800,0,Stage2_RF
334,1,1,0.1059,0.8941,1,Stage2_RF
335,1,0,0.7942,0.2058,0,Stage1_NB
336,1,1,0.4845,0.5155,1,Stage2_RF
337,1,0,0.5810,0.4190,0,Stage2_RF
338,1,0,0.6411,0.3589,0,Stage2_RF
339,1,1,0.3136,0.6864,1,Stage2_RF
340,1,1,0.1788,0.8212,1,Stage2_RF
341,1,1,0.0595,0.9405,1,Stage2_RF
342,1,1,0.0820,0.9180,1,Stage2_RF
343,1,1,0.0608,0.9392,1,Stage2_RF
344,1,1,0.4208,0.5792,1,Stage2_RF
345,1,1,0.3266,0.6734,1,Stage2_RF
346,1,1,0.0675,0.9325,1,Stage2_RF
347,1,1,0.0954,0.9046,1,Stage2_RF
348,1,1,0.3783,0.6217,1,Stage2_RF
349,1,1,0.4165,0.5835,1,Stage2_RF
350,1,1,0.0675,0.9325,1,Stage2_RF
351,1,1,0.1203,0.8797,1,Stage2_RF
352,1,1,0.0820,0.9180,1,Stage2_RF
353,1,1,0.3266,0.6734,1,Stage2_RF
354,1,1,0.1092,0.8908,1,Stage2_RF
355,1,1,0.4610,0.5390,1,Stage2_RF
356,1,1,0.1827,0.8173,1,Stage2_RF
357,1,1,0.2815,0.7185,1,Stage2_RF
358,1,1,0.0882,0.9118,1,Stage2_RF
359,1,1,0.3114,0.6886,1,Stage2_RF
360,1,1,0.4293,0.5707,1,Stage2_RF
361,1,1,0.1214,0.8786,1,Stage2_RF
362,1,1,0.1059,0.8941,1,Stage2_RF
363,1,1,0.0675,0.9325,1,Stage2_RF
364,1,1,0.3665,0.6335,1,Stage2_RF
365,1,1,0.0910,0.9090,1,Stage2_RF
366,1,1,0.0812,0.9188,1,Stage2_RF
367,1,0,0.5700,0.4300,0,Stage1_NB
368,1,0,0.5747,0.4253,0,Stage2_RF
369,1,1,0.1532,0.8468,1,Stage2_RF
370,1,0,0.5953,0.4047,0,Stage2_RF
371,1,1,0.2872,0.7128,1,Stage2_RF
372,1,0,0.5961,0.4039,0,Stage2_RF
373,1,1,0.3831,0.6169,1,Stage2_RF
374,1,1,0.1186,0.8814,1,Stage2_RF
375,1,1,0.0812,0.9188,1,Stage2_RF
376,1,1,0.4993,0.5007,1,Stage2_RF
377,1,1,0.4244,0.5756,1,Stage2_RF
378,1,1,0.0884,0.9116,1,Stage2_RF
379,1,1,0.4242,0.5758,1,Stage2_RF
380,1,1,0.0892,0.9108,1,Stage2_RF
381,1,1,0.0431,0.9569,1,Stage2_RF
382,1,1,0.1186,0.8814,1,Stage2_RF
383,1,1,0.3756,0.6244,1,Stage2_RF
384,1,0,0.9971,0.0029,0,Stage1_NB
385,1,1,0.3771,0.6229,1,Stage2_RF
386,1,1,0.0884,0.9116,1,Stage2_RF
387,1,1,0.3813,0.6187,1,Stage2_RF
388,1,1,0.0892,0.9108,1,Stage2_RF
389,1,1,0.0727,0.9273,1,Stage2_RF
390,1,1,0.3114,0.6886,1,Stage2_RF
391,1,1,0.4800,0.5200,1,Stage2_RF
392,1,1,0.0533,0.9467,1,Stage2_RF
393,1,1,0.4610,0.5390,1,Stage2_RF
394,1,1,0.3927,0.6073,1,Stage2_RF
395,1,0,0.5200,0.4800,0,Stage2_RF
396,1,1,0.1217,0.8783,1,Stage2_RF
397,1,1,0.3783,0.6217,1,Stage2_RF
398,1,1,0.0812,0.9188,1,Stage2_RF
399,1,1,0.0892,0.9108,1,Stage2_RF
400,1,1,0.0595,0.9405,1,Stage2_RF
401,1,1,0.0431,0.9569,1,Stage2_RF
402,1,0,0.5200,0.4800,0,Stage2_RF
403,1,1,0.4208,0.5792,1,Stage2_RF
404,1,0,0.9453,0.0547,0,Stage1_NB
405,1,1,0.1059,0.8941,1,Stage2_RF
406,1,0,0.6241,0.3759,0,Stage2_RF
407,1,1,0.0579,0.9421,1,Stage2_RF
408,1,0,0.7506,0.2494,0,Stage2_RF
409,1,1,0.4400,0.5600,1,Stage2_RF
410,1,1,0.0882,0.9118,1,Stage2_RF
411,1,1,0.3601,0.6399,1,Stage2_RF
412,1,0,0.5898,0.4102,0,Stage1_NB
413,1,1,0.3927,0.6073,1,Stage2_RF
414,1,0,0.9891,0.0109,0,Stage1_NB
415,1,0,1.0000,0.0000,0,Stage2_RF
416,1,1,0.3620,0.6380,1,Stage2_RF
417,1,1,0.1059,0.8941,1,Stage2_RF
418,1,1,0.0884,0.9116,1,Stage2_RF
419,1,1,0.0533,0.9467,1,Stage2_RF
420,1,1,0.3649,0.6351,1,Stage2_RF
421,1,0,0.6411,0.3589,0,Stage2_RF
422,1,1,0.4610,0.5390,1,Stage2_RF
423,1,1,0.1086,0.8914,1,Stage2_RF
424,1,1,0.3383,0.6617,1,Stage2_RF
425,1,1,0.0892,0.9108,1,Stage2_RF
426,1,0,0.9725,0.0275,0,Stage1_NB
427,1,1,0.3556,0.6444,1,Stage2_RF
428,1,1,0.4275,0.5725,1,Stage2_RF
429,1,1,0.4936,0.5064,1,Stage2_RF
430,1,0,0.5216,0.4784,0,Stage1_NB
431,1,0,0.6411,0.3589,0,Stage2_RF
432,1,1,0.1430,0.8570,1,Stage2_RF
433,1,0,0.5908,0.4092,0,Stage1_NB
434,1,1,0.4881,0.5119,1,Stage2_RF
435,1,1,0.4610,0.5390,1,Stage2_RF
436,1,1,0.2877,0.7123,1,Stage2_RF
437,1,1,0.0566,0.9434,1,Stage2_RF
438,1,1,0.0676,0.9324,1,Stage2_RF
439,1,1,0.1118,0.8882,1,Stage2_RF
440,1,1,0.0999,0.9001,1,Stage2_RF
441,1,1,0.0892,0.9108,1,Stage2_RF
442,1,1,0.0882,0.9118,1,Stage2_RF
443,1,1,0.3114,0.6886,1,Stage2_RF
444,1,1,0.4671,0.5329,1,Stage2_RF
445,1,1,0.0892,0.9108,1,Stage2_RF
446,1,1,0.3927,0.6073,1,Stage2_RF
447,1,1,0.3599,0.6401,1,Stage2_RF
448,1,1,0.2085,0.7915,1,Stage2_RF
449,1,1,0.1059,0.8941,1,Stage2_RF
450,1,1,0.1059,0.8941,1,Stage2_RF
451,1,1,0.1092,0.8908,1,Stage2_RF
452,1,1,0.3556,0.6444,1,Stage2_RF
453,1,1,0.3927,0.6073,1,Stage2_RF
454,1,1,0.3436,0.6564,1,Stage2_RF
455,1,0,0.9891,0.0109,0,Stage1_NB
456,1,1,0.0820,0.9180,1,Stage2_RF
457,1,0,0.5898,0.4102,0,Stage1_NB
458,1,1,0.4610,0.5390,1,Stage2_RF
459,1,0,0.8493,0.1507,0,Stage1_NB
460,1,1,0.3620,0.6380,1,Stage2_RF
461,1,1,0.3620,0.6380,1,Stage2_RF
462,1,0,0.5200,0.4800,0,Stage2_RF
463,1,1,0.3556,0.6444,1,Stage2_RF
464,1,0,0.6241,0.3759,0,Stage2_RF
465,1,1,0.2811,0.7189,1,Stage2_RF
466,1,1,0.2811,0.7189,1,Stage2_RF
467,1,1,0.4275,0.5725,1,Stage2_RF
468,1,1,0.0884,0.9116,1,Stage2_RF
469,1,1,0.4242,0.5758,1,Stage2_RF
470,1,1,0.3556,0.6444,1,Stage2_RF
471,1,1,0.0899,0.9101,1,Stage2_RF
472,1,1,0.0608,0.9392,1,Stage2_RF
473,1,0,0.6615,0.3385,0,Stage2_RF
474,1,0,0.5200,0.4800,0,Stage2_RF
475,1,1,0.1059,0.8941,1,Stage2_RF
476,1,1,0.1186,0.8814,1,Stage2_RF
477,1,0,0.6503,0.3497,0,Stage2_RF
478,1,0,0.6411,0.3589,0,Stage2_RF
479,1,1,0.3649,0.6351,1,Stage2_RF
480,1,1,0.0533,0.9467,1,Stage2_RF
481,1,1,0.3266,0.6734,1,Stage2_RF
482,1,1,0.0812,0.9188,1,Stage2_RF
483,1,0,0.6064,0.3936,0,Stage2_RF
484,1,0,0.6217,0.3783,0,Stage2_RF
485,1,1,0.0727,0.9273,1,Stage2_RF
486,1,1,0.0963,0.9037,1,Stage2_RF
487,1,1,0.1532,0.8468,1,Stage2_RF
488,1,1,0.1059,0.8941,1,Stage2_RF
489,1,1,0.1059,0.8941,1,Stage2_RF
490,1,1,0.3556,0.6444,1,Stage2_RF
491,1,1,0.0676,0.9324,1,Stage2_RF
492,1,1,0.2872,0.7128,1,Stage2_RF
493,1,1,0.1059,0.8941,1,Stage2_RF
494,1,1,0.3927,0.6073,1,Stage2_RF
495,1,0,0.5971,0.4029,0,Stage2_RF
496,1,1,0.0884,0.9116,1,Stage2_RF
497,1,1,0.4289,0.5711,1,Stage2_RF
498,1,1,0.0820,0.9180,1,Stage2_RF
499,1,1,0.0882,0.9118,1,Stage2_RF
500,1,1,0.2872,0.7128,1,Stage2_RF
501,1,1,0.3556,0.6444,1,Stage2_RF
502,1,0,0.6241,0.3759,0,Stage2_RF
503,1,0,0.9849,0.0151,0,Stage1_NB
504,1,1,0.3599,0.6401,1,Stage2_RF
505,1,0,0.6411,0.3589,0,Stage2_RF
506,1,0,0.5951,0.4049,0,Stage1_NB
507,1,0,0.5856,0.4144,0,Stage2_RF
508,1,1,0.0533,0.9467,1,Stage2_RF
509,1,1,0.3682,0.6318,1,Stage2_RF
510,1,0,0.6722,0.3278,0,Stage1_NB
511,1,0,0.7249,0.2751,0,Stage2_RF
512,1,1,0.0639,0.9361,1,Stage2_RF
513,1,1,0.0675,0.9325,1,Stage2_RF
514,1,1,0.3136,0.6864,1,Stage2_RF
515,1,0,0.6111,0.3889,0,Stage2_RF
516,1,1,0.1214,0.8786,1,Stage2_RF
517,1,1,0.0625,0.9375,1,Stage2_RF
518,1,0,0.6099,0.3901,0,Stage2_RF
519,1,1,0.0892,0.9108,1,Stage2_RF
520,1,1,0.0812,0.9188,1,Stage2_RF
521,1,1,0.0882,0.9118,1,Stage2_RF
522,1,1,0.0431,0.9569,1,Stage2_RF
523,1,1,0.0608,0.9392,1,Stage2_RF
524,1,1,0.1734,0.8266,1,Stage2_RF
525,1,1,0.3114,0.6886,1,Stage2_RF
526,1,1,0.3266,0.6734,1,Stage2_RF
527,1,0,0.9207,0.0793,0,Stage2_RF
528,1,1,0.1734,0.8266,1,Stage2_RF
529,1,0,0.6411,0.3589,0,Stage2_RF
530,1,0,0.6072,0.3928,0,Stage2_RF
531,1,0,0.7249,0.2751,0,Stage2_RF
532,1,0,0.6411,0.3589,0,Stage2_RF
533,1,1,0.3556,0.6444,1,Stage2_RF
534,1,0,0.5261,0.4739,0,Stage2_RF
535,1,0,0.6072,0.3928,0,Stage2_RF
