InstanceID,Actual,Predicted,Prob_Cured,Prob_Died,Is_Correct,Stage_Used
304,0,0,0.9641,0.0359,1,Stage1_NB
305,0,0,0.9871,0.0129,1,Stage1_NB
306,0,0,0.9971,0.0029,1,Stage1_NB
307,0,0,0.9891,0.0109,1,Stage1_NB
308,0,0,0.9971,0.0029,1,Stage1_NB
309,0,0,0.8391,0.1609,1,Stage2_RF
310,0,0,0.6411,0.3589,1,Stage2_RF
311,0,0,0.9985,0.0015,1,Stage1_NB
312,0,0,0.9891,0.0109,1,Stage1_NB
313,0,0,0.5485,0.4515,1,Stage2_RF
314,0,0,0.9971,0.0029,1,Stage1_NB
315,0,0,0.9891,0.0109,1,Stage1_NB
316,0,0,0.7302,0.2698,1,Stage1_NB
317,0,0,0.9942,0.0058,1,Stage1_NB
318,0,0,0.9891,0.0109,1,Stage1_NB
319,0,0,0.8746,0.1254,1,Stage1_NB
320,0,0,0.9734,0.0266,1,Stage1_NB
321,0,1,0.1761,0.8239,0,Stage2_RF
322,0,0,0.9971,0.0029,1,Stage1_NB
323,0,0,0.9725,0.0275,1,Stage1_NB
324,0,0,0.9852,0.0148,1,Stage1_NB
325,0,0,0.9852,0.0148,1,Stage1_NB
326,0,0,0.9981,0.0019,1,Stage1_NB
327,0,0,0.9641,0.0359,1,Stage1_NB
328,0,0,0.5898,0.4102,1,Stage1_NB
329,0,0,0.9641,0.0359,1,Stage1_NB
330,0,0,0.6162,0.3838,1,Stage2_RF
331,0,0,0.9985,0.0015,1,Stage1_NB
332,0,0,0.9985,0.0015,1,Stage1_NB
333,0,0,0.9985,0.0015,1,Stage1_NB
334,0,0,0.9942,0.0058,1,Stage1_NB
335,0,0,0.9971,0.0029,1,Stage1_NB
336,0,0,0.8707,0.1293,1,Stage1_NB
337,0,0,0.9971,0.0029,1,Stage1_NB
338,0,0,0.9891,0.0109,1,Stage1_NB
339,0,0,0.9852,0.0148,1,Stage1_NB
340,0,0,0.9971,0.0029,1,Stage1_NB
341,0,0,0.9725,0.0275,1,Stage1_NB
342,0,0,0.8635,0.1365,1,Stage1_NB
343,0,0,0.9981,0.0019,1,Stage1_NB
344,0,0,0.9344,0.0656,1,Stage1_NB
345,0,0,0.9852,0.0148,1,Stage1_NB
346,0,0,0.9866,0.0134,1,Stage1_NB
347,0,0,0.5226,0.4774,1,Stage1_NB
348,0,0,0.9008,0.0992,1,Stage2_RF
349,0,0,0.7875,0.2125,1,Stage1_NB
350,0,0,0.9971,0.0029,1,Stage1_NB
351,0,0,0.9964,0.0036,1,Stage1_NB
352,0,0,0.9985,0.0015,1,Stage1_NB
353,0,0,0.9971,0.0029,1,Stage1_NB
354,0,0,0.9971,0.0029,1,Stage1_NB
355,0,0,0.9725,0.0275,1,Stage1_NB
356,0,0,0.6006,0.3994,1,Stage1_NB
357,0,0,0.9985,0.0015,1,Stage1_NB
358,0,0,0.9985,0.0015,1,Stage1_NB
359,0,0,0.9919,0.0081,1,Stage1_NB
360,0,0,0.8707,0.1293,1,Stage1_NB
361,0,0,0.5898,0.4102,1,Stage1_NB
362,0,0,0.9891,0.0109,1,Stage1_NB
363,0,0,0.9852,0.0148,1,Stage1_NB
364,0,0,0.7875,0.2125,1,Stage1_NB
365,0,0,0.5700,0.4300,1,Stage1_NB
366,0,0,0.8833,0.1167,1,Stage1_NB
367,0,0,0.9985,0.0015,1,Stage1_NB
368,0,0,0.9942,0.0058,1,Stage1_NB
369,0,0,0.7302,0.2698,1,Stage1_NB
370,0,0,0.9928,0.0072,1,Stage1_NB
371,0,0,0.9971,0.0029,1,Stage1_NB
372,0,0,0.9942,0.0058,1,Stage1_NB
373,0,0,0.9725,0.0275,1,Stage1_NB
374,0,0,0.9985,0.0015,1,Stage1_NB
375,0,0,0.9985,0.0015,1,Stage1_NB
376,0,0,0.9891,0.0109,1,Stage1_NB
377,0,0,0.9985,0.0015,1,Stage1_NB
378,0,0,0.9985,0.0015,1,Stage1_NB
379,0,0,0.9971,0.0029,1,Stage1_NB
380,0,0,0.6681,0.3319,1,Stage2_RF
381,0,0,0.9942,0.0058,1,Stage1_NB
382,0,0,0.5898,0.4102,1,Stage1_NB
383,0,0,0.9971,0.0029,1,Stage1_NB
384,0,0,0.9985,0.0015,1,Stage1_NB
385,0,0,0.9971,0.0029,1,Stage1_NB
386,0,0,0.9891,0.0109,1,Stage1_NB
387,0,0,0.7351,0.2649,1,Stage1_NB
388,0,0,0.9891,0.0109,1,Stage1_NB
389,0,0,0.9852,0.0148,1,Stage1_NB
390,0,0,0.9891,0.0109,1,Stage1_NB
391,0,0,0.9971,0.0029,1,Stage1_NB
392,0,0,0.9981,0.0019,1,Stage1_NB
393,0,1,0.1641,0.8359,0,Stage2_RF
394,0,0,0.9985,0.0015,1,Stage1_NB
395,0,0,0.9985,0.0015,1,Stage1_NB
396,0,1,0.3927,0.6073,0,Stage2_RF
397,0,0,0.9971,0.0029,1,Stage1_NB
398,0,0,0.9985,0.0015,1,Stage1_NB
399,0,0,0.9985,0.0015,1,Stage1_NB
400,0,0,0.9928,0.0072,1,Stage1_NB
401,0,1,0.4291,0.5709,0,Stage2_RF
402,0,0,0.9942,0.0058,1,Stage1_NB
403,0,0,0.9725,0.0275,1,Stage1_NB
404,0,0,0.9852,0.0148,1,Stage1_NB
405,0,0,0.9971,0.0029,1,Stage1_NB
406,0,0,0.9971,0.0029,1,Stage1_NB
407,0,0,0.9891,0.0109,1,Stage1_NB
408,0,0,0.9985,0.0015,1,Stage1_NB
409,0,0,0.9971,0.0029,1,Stage1_NB
410,0,0,0.9942,0.0058,1,Stage1_NB
411,0,0,0.9985,0.0015,1,Stage1_NB
412,0,0,0.9891,0.0109,1,Stage1_NB
413,0,0,0.9344,0.0656,1,Stage1_NB
414,0,0,0.9985,0.0015,1,Stage1_NB
415,0,0,0.5300,0.4700,1,Stage2_RF
416,0,1,0.3136,0.6864,0,Stage2_RF
417,0,0,0.9985,0.0015,1,Stage1_NB
418,0,0,0.9971,0.0029,1,Stage1_NB
419,0,0,0.9942,0.0058,1,Stage1_NB
420,0,0,0.9971,0.0029,1,Stage1_NB
421,0,0,0.9971,0.0029,1,Stage1_NB
422,0,0,0.9971,0.0029,1,Stage1_NB
423,0,0,0.9725,0.0275,1,Stage1_NB
424,0,0,0.9985,0.0015,1,Stage1_NB
425,0,0,0.9956,0.0044,1,Stage1_NB
426,0,0,0.9942,0.0058,1,Stage1_NB
427,0,0,0.9942,0.0058,1,Stage1_NB
428,0,0,0.9244,0.0756,1,Stage2_RF
429,0,1,0.4125,0.5875,0,Stage2_RF
430,0,0,0.9891,0.0109,1,Stage1_NB
431,0,0,0.9971,0.0029,1,Stage1_NB
432,0,0,0.9971,0.0029,1,Stage1_NB
433,0,0,0.9971,0.0029,1,Stage1_NB
434,0,0,0.9985,0.0015,1,Stage1_NB
435,0,0,0.9985,0.0015,1,Stage1_NB
436,0,0,0.9981,0.0019,1,Stage1_NB
437,0,0,0.9985,0.0015,1,Stage1_NB
438,0,0,0.9971,0.0029,1,Stage1_NB
439,0,0,0.9985,0.0015,1,Stage1_NB
440,0,0,0.9971,0.0029,1,Stage1_NB
441,0,0,0.9891,0.0109,1,Stage1_NB
442,0,0,0.9985,0.0015,1,Stage1_NB
443,0,1,0.4812,0.5188,0,Stage2_RF
444,0,0,0.9919,0.0081,1,Stage1_NB
445,0,0,0.9891,0.0109,1,Stage1_NB
446,0,0,0.9942,0.0058,1,Stage1_NB
447,0,0,0.9985,0.0015,1,Stage1_NB
448,0,0,0.6328,0.3672,1,Stage2_RF
449,0,0,0.7942,0.2058,1,Stage1_NB
450,0,0,0.9942,0.0058,1,Stage1_NB
451,0,0,0.9734,0.0266,1,Stage1_NB
452,0,1,0.0533,0.9467,0,Stage2_RF
453,0,0,0.9985,0.0015,1,Stage1_NB
454,0,0,0.9971,0.0029,1,Stage1_NB
455,0,0,0.9891,0.0109,1,Stage1_NB
456,0,0,0.9985,0.0015,1,Stage1_NB
457,0,0,0.9964,0.0036,1,Stage1_NB
458,0,0,0.9641,0.0359,1,Stage1_NB
459,0,0,0.9510,0.0490,1,Stage1_NB
460,0,0,0.9985,0.0015,1,Stage1_NB
461,0,0,0.9345,0.0655,1,Stage1_NB
462,0,0,0.8362,0.1638,1,Stage1_NB
463,0,0,0.9852,0.0148,1,Stage1_NB
464,0,0,0.9985,0.0015,1,Stage1_NB
465,0,0,0.9866,0.0134,1,Stage1_NB
466,0,0,0.9985,0.0015,1,Stage1_NB
467,0,0,0.9985,0.0015,1,Stage1_NB
468,0,0,0.9725,0.0275,1,Stage1_NB
469,0,0,0.9702,0.0298,1,Stage1_NB
470,0,0,0.9891,0.0109,1,Stage1_NB
471,0,0,0.9985,0.0015,1,Stage1_NB
472,0,0,0.9971,0.0029,1,Stage1_NB
473,0,0,0.9985,0.0015,1,Stage1_NB
474,0,1,0.3114,0.6886,0,Stage2_RF
475,0,0,0.6237,0.3763,1,Stage1_NB
476,0,0,0.5993,0.4007,1,Stage2_RF
477,0,0,0.7530,0.2470,1,Stage1_NB
478,0,0,0.9852,0.0148,1,Stage1_NB
479,0,0,0.9971,0.0029,1,Stage1_NB
480,0,0,0.9269,0.0731,1,Stage1_NB
481,0,0,0.9985,0.0015,1,Stage1_NB
482,0,0,0.9971,0.0029,1,Stage1_NB
483,0,0,0.9985,0.0015,1,Stage1_NB
484,0,0,0.9725,0.0275,1,Stage1_NB
485,0,0,0.9891,0.0109,1,Stage1_NB
486,0,0,0.9344,0.0656,1,Stage1_NB
487,0,0,0.8635,0.1365,1,Stage1_NB
488,0,0,0.9985,0.0015,1,Stage1_NB
489,0,0,0.9942,0.0058,1,Stage1_NB
490,0,0,0.9891,0.0109,1,Stage1_NB
491,0,0,0.5063,0.4937,1,Stage2_RF
492,0,0,0.9464,0.0536,1,Stage2_RF
493,0,0,0.9985,0.0015,1,Stage1_NB
494,0,0,0.9332,0.0668,1,Stage1_NB
495,0,0,0.6224,0.3776,1,Stage1_NB
496,0,0,0.9964,0.0036,1,Stage1_NB
497,0,0,0.9891,0.0109,1,Stage1_NB
498,0,0,0.9985,0.0015,1,Stage1_NB
499,0,0,0.8362,0.1638,1,Stage1_NB
500,0,0,0.9971,0.0029,1,Stage1_NB
501,0,0,0.7530,0.2470,1,Stage1_NB
502,0,0,0.9359,0.0641,1,Stage1_NB
503,0,0,0.9971,0.0029,1,Stage1_NB
504,0,0,0.9734,0.0266,1,Stage1_NB
505,0,0,0.5898,0.4102,1,Stage1_NB
506,0,0,0.9964,0.0036,1,Stage1_NB
507,0,0,0.9971,0.0029,1,Stage1_NB
508,0,0,0.9942,0.0058,1,Stage1_NB
509,0,0,0.6029,0.3971,1,Stage2_RF
510,0,0,0.9725,0.0275,1,Stage1_NB
511,0,0,0.9971,0.0029,1,Stage1_NB
512,0,0,0.5200,0.4800,1,Stage2_RF
513,0,0,0.6722,0.3278,1,Stage1_NB
514,0,0,0.9891,0.0109,1,Stage1_NB
515,0,0,0.9942,0.0058,1,Stage1_NB
516,0,0,0.7868,0.2132,1,Stage1_NB
517,0,0,0.8746,0.1254,1,Stage1_NB
518,0,0,0.9985,0.0015,1,Stage1_NB
519,0,0,0.9971,0.0029,1,Stage1_NB
520,0,0,0.9816,0.0184,1,Stage1_NB
521,0,0,0.9981,0.0019,1,Stage1_NB
522,0,0,0.9510,0.0490,1,Stage1_NB
523,0,0,0.9971,0.0029,1,Stage1_NB
524,0,1,0.0910,0.9090,0,Stage2_RF
525,0,0,0.9225,0.0775,1,Stage1_NB
526,0,0,0.9942,0.0058,1,Stage1_NB
527,0,0,0.9971,0.0029,1,Stage1_NB
528,0,0,0.9891,0.0109,1,Stage1_NB
529,0,0,0.9942,0.0058,1,Stage1_NB
530,0,0,0.9985,0.0015,1,Stage1_NB
531,0,1,0.4610,0.5390,0,Stage2_RF
532,0,0,0.9971,0.0029,1,Stage1_NB
533,0,0,0.9725,0.0275,1,Stage1_NB
534,0,0,0.9971,0.0029,1,Stage1_NB
535,0,0,0.9725,0.0275,1,Stage1_NB
